 46 16157 0 0
 134 13110 0 0
 203 10934 0 0
 288 8882 0 0
 423 7559 0 0
 462 6057 0 0
 587 5189 0 0
 691 4295 0 0
 689 3634 0 0
 788 3203 0 0
 901 2705 0 0
 946 2173 0 0
 1038 1901 0 0
 1096 1615 0 0
 1228 1333 0 0
 1251 1148 0 0
 1259 1001 0 0
 1320 884 0 0
 1379 678 0 0
 1428 697 0 0
 1445 598 0 0
 1533 527 0 0
 1501 422 0 0
 1595 402 0 0
 1638 381 0 0
 1609 352 0 0
 1640 326 0 0
 1677 260 0 0
 1704 202 0 0
 1719 175 0 0
 1746 184 0 0
 1786 155 0 0
 1708 153 0 0
 1705 131 0 0
 1619 116 0 0
 1764 130 0 0
 1614 113 0 0
 1685 83 0 0
 1657 101 0 0
 1581 83 0 0
 1695 71 0 0
 1579 57 0 0
 1591 59 0 0
 1572 56 0 0
 1530 61 0 0
 1475 46 0 0
 1527 66 0 0
 1270 57 0 0
 1387 35 0 0
 1360 48 0 0
 1320 32 0 0
 1345 31 0 0
 1279 43 0 0
 1270 33 0 0
 1173 29 0 0
 1138 36 0 0
 1069 30 0 0
 1065 30 0 0
 1090 28 0 0
 999 24 0 0
 1055 20 0 0
 1002 28 0 0
 941 24 0 0
 922 24 0 0
 870 16 0 0
 849 27 0 0
 769 22 0 0
 765 20 0 0
 704 19 0 0
 688 21 0 0
 701 20 0 0
 648 15 0 0
 640 12 0 0
 558 21 0 0
 575 14 0 0
 527 17 0 0
 499 17 0 0
 492 14 0 0
 457 13 0 0
 416 14 0 0
 410 7 0 0
 419 7 0 0
 378 17 0 0
 370 8 0 0
 357 12 0 0
 294 14 0 0
 287 6 0 0
 315 12 0 0
 303 8 0 0
 302 9 0 0
 269 12 0 0
 244 13 0 0
 252 11 0 0
 218 10 0 0
 213 11 0 0
 183 5 0 0
 203 13 0 0
 193 14 0 0
 179 9 0 0
 201 9 0 0
 183 6 0 0
 174 6 0 0
 178 6 0 0
 160 5 0 0
 138 6 0 0
 128 6 0 0
 114 11 0 0
 105 6 0 0
 94 2 0 0
 92 4 0 0
 97 2 0 0
 92 8 0 0
 81 1 0 0
 96 7 0 0
 83 5 0 0
 80 7 0 0
 73 3 0 0
 70 2 0 0
 56 2 0 0
 90 6 0 0
 61 7 0 0
 71 7 0 0
 53 7 0 0
 63 9 0 0
 52 2 0 0
 54 3 0 0
 49 1 0 0
 46 6 0 0
 38 3 0 0
 34 1 0 0
 35 4 0 0
 41 5 0 0
 40 5 0 0
 41 3 0 0
 33 2 0 0
 40 1 0 0
 42 2 0 0
 42 2 0 0
 31 3 0 0
 22 2 0 0
 34 7 0 0
 32 2 0 0
 17 4 0 0
 22 6 0 0
 32 8 0 0
 29 2 0 0
 21 2 0 0
 20 1 0 0
 28 2 0 0
 26 2 0 0
 22 2 0 0
 25 4 0 0
 22 3 0 0
 14 4 0 0
 22 2 0 0
 18 2 0 0
 14 5 0 0
 24 2 0 0
 19 2 0 0
 19 1 1 0
 13 1 0 0
 19 4 0 0
 22 5 0 0
 15 1 0 0
 16 1 0 0
 16 1 0 0
 21 5 1 0
 15 0 0 0
 14 2 0 0
 10 2 0 0
 12 1 0 0
 20 1 1 0
 12 0 0 0
 11 1 0 0
 18 3 0 0
 14 5 0 0
 11 2 0 0
 11 4 1 0
 13 1 0 0
 6 3 0 0
 7 0 1 0
 13 2 0 0
 11 2 0 0
 10 3 0 0
 13 3 0 0
 8 3 0 0
 9 0 0 1
 6 2 0 0
 9 1 0 0
 12 4 0 0
 9 1 0 0
 13 1 0 0
 10 0 1 0
 9 0 0 0
 11 2 1 0
 5 3 0 0
 13 0 0 0
 14 1 0 0
 9 1 0 0
 9 0 0 0
 6 1 0 0
 6 1 0 0
 7 0 1 2
 4 2 0 1
 6 1 1 0
 6 0 0 0
 13 1 0 1
 4 1 0 0
 3 3 0 0
 3 1 0 0
 5 2 0 0
 6 0 0 0
 3 1 0 0
 8 2 0 0
 4 0 0 0
 6 0 1 1
 2 1 2 0
 3 0 0 0
 6 1 0 0
 7 2 0 0
 8 1 0 0
 6 0 0 2
 11 2 1 0
 1 2 1 1
 2 1 0 2
 5 2 1 1
 3 0 0 0
 3 0 1 1
 5 0 0 0
 4 0 1 2
 7 1 0 0
 1 0 0 0
 3 2 2 0
 2 0 0 0
 2 1 3 2
 3 2 0 1
 4 1 1 1
 6 1 0 1
 5 4 2 2
 6 1 0 1
 8 0 0 0
 3 1 2 2
 2 0 0 0
 2 1 0 2
 2 3 2 0
 3 1 0 0
 5 0 1 1
 4 2 0 0
 3 2 2 0
 3 1 0 0
 5 0 1 1
 2 3 1 1
 2 0 2 2
 1 0 2 1
 9 0 1 0
 0 3 1 2
 2 0 0 0
 2 0 1 0
 4 0 0 0
 2 1 2 0
 2 0 0 0
 1 0 1 3
 1 1 1 2
 1 0 0 0
 6 1 1 1
 4 0 2 1
 4 2 2 0
 3 0 2 2
 1 0 2 1
 3 0 0 1
 3 1 1 0
 4 2 1 0
 3 0 3 1
 0 0 3 1
 4 1 4 1
 4 0 1 0
 0 2 1 1
 1 0 2 3
 1 1 0 2
 4 0 0 1
 0 0 4 4
 2 2 1 0
 0 1 2 3
 2 2 0 1
 0 2 1 0
 3 1 1 2
 0 2 0 4
 1 2 0 5
 4 0 4 7
 2 0 1 4
 1 2 0 1
 2 2 7 4
 1 0 3 1
 0 1 7 1
 1 1 4 3
 1 1 4 1
 3 1 2 5
 0 1 3 3
 3 2 3 4
 2 0 4 4
 2 2 3 2
 0 0 2 2
 0 0 3 3
 1 1 3 2
 2 1 4 4
 0 1 1 8
 3 0 2 5
 1 0 5 9
 5 0 1 6
 1 0 6 0
 1 2 8 3
 0 2 4 1
 4 2 5 4
 1 1 4 6
 2 1 4 12
 3 0 7 4
 1 0 6 2
 2 1 10 8
 0 2 7 6
 3 0 7 5
 0 1 4 15
 0 1 8 10
 1 0 9 4
 0 2 7 13
 1 0 6 12
 1 1 9 5
 2 1 12 16
 0 0 13 15
 1 0 7 8
 2 1 8 12
 0 1 11 11
 1 2 14 12
 2 0 23 19
 1 1 20 13
 0 0 26 25
 3 0 17 19
 2 0 13 23
 3 0 26 22
 2 1 23 21
 2 0 21 17
 2 1 35 37
 2 1 26 27
 1 1 23 30
 2 1 31 38
 2 2 28 37
 2 0 43 46
 2 0 37 45
 0 0 54 55
 2 0 60 47
 1 0 62 70
 0 0 69 72
 0 0 80 84
 3 1 78 76
 3 0 86 91
 2 2 92 96
 0 0 101 114
 2 0 128 113
 1 0 130 135
 2 1 154 170
 2 1 160 166
 1 0 186 188
 1 0 182 212
 0 2 239 231
 3 1 227 254
 1 0 294 271
 1 0 284 334
 0 0 370 336
 1 0 380 371
 0 0 418 446
 2 1 476 490
 2 1 547 492
 2 1 531 595
 0 0 559 638
 0 0 638 650
 0 2 700 775
 1 0 823 736
 2 0 851 874
 0 0 935 918
 1 0 1061 976
 1 1 1081 1095
 2 1 1161 1113
 1 1 1249 1215
 0 1 1282 1378
 0 0 1382 1444
 2 1 1491 1521
 1 1 1541 1561
 0 1 1667 1605
 2 0 1784 1699
 0 0 1777 1861
 2 0 1914 1940
 1 1 1948 1999
 2 0 2019 1973
 1 0 2055 2032
 1 0 2190 2181
 0 0 2214 2255
 1 0 2210 2273
 0 1 2323 2266
 0 2 2297 2305
 3 0 2296 2274
 0 0 2283 2310
 0 0 2393 2354
 1 0 2283 2335
 2 0 2367 2313
 0 1 2266 2175
 0 2 2210 2197
 0 0 2177 2205
 0 0 2266 2194
 0 0 2075 2126
 1 0 2151 2013
 0 0 1995 1949
 0 0 1819 1828
 2 0 1734 1861
 2 0 1746 1693
 0 0 1653 1650
 0 0 1535 1566
 2 0 1477 1494
 0 0 1399 1411
 1 1 1283 1346
 0 0 1247 1248
 0 0 1168 1185
 0 0 1091 1078
 0 0 1061 970
 0 1 903 936
 0 1 868 851
 0 1 846 773
 0 1 728 756
 0 0 674 621
 0 0 578 606
 0 0 582 564
 0 0 521 519
 0 0 506 455
 2 1 389 468
 0 1 367 359
 1 0 330 355
 0 0 271 276
 1 0 261 277
 0 1 265 261
 0 0 233 223
 0 0 223 199
 0 0 180 210
 0 0 166 148
 1 0 151 147
 0 0 134 131
 0 0 117 120
 0 0 138 109
 0 0 119 101
 1 0 83 96
 0 0 98 85
 0 0 73 87
 3 0 75 58
 0 0 58 66
 0 0 47 54
 0 0 48 42
 0 0 36 45
 0 0 28 45
 0 0 43 42
 1 0 39 33
 0 0 31 31
 1 0 33 30
 1 0 27 29
 0 0 20 24
 0 0 27 16
 0 0 25 26
 0 0 17 19
 0 1 17 17
 0 1 17 14
 3 0 23 17
 0 0 14 16
 0 0 16 9
 0 1 18 7
 1 0 16 16
 0 0 11 7
 0 0 8 14
 0 0 11 10
 0 1 13 8
 0 0 15 8
 0 0 9 12
 0 0 12 6
 0 0 6 6
 0 0 8 8
 0 0 8 8
 0 0 3 11
 1 0 8 9
 0 0 5 7
 1 0 6 9
 0 0 8 8
 0 1 8 8
 0 0 8 4
 0 0 7 5
 0 0 5 4
 0 0 9 5
 0 0 3 5
 0 0 6 3
 0 0 5 4
 0 0 3 6
 0 0 2 3
 0 0 3 5
 0 0 3 4
 1 1 2 1
 0 0 0 2
 0 0 4 4
 0 0 5 1
