  0.000125000006  0.679533124
  0.000375000003  2.03800368
  0.000625000044  3.39468861
  0.000875000027  4.74839592
  0.00112500007  6.09793615
  0.00137500011  7.44211721
  0.00162500003  8.77974892
  0.00187500007  10.1096401
  0.00212500012  11.4306011
  0.00237500016  12.7414398
  0.0026250002  14.0409651
  0.00287500024  15.3279886
  0.00312500005  16.6013165
  0.00337500009  17.8597603
  0.00362500013  19.102129
  0.00387500017  20.3272285
  0.00412499998  21.5338573
  0.00437500002  22.7207642
  0.00462500006  23.8866844
  0.0048750001  25.0303593
  0.00512500014  26.1505222
  0.00537500018  27.2459126
  0.00562500022  28.3152657
  0.00587500026  29.3573265
  0.00612499984  30.3708191
  0.00637499988  31.3544922
  0.00662499992  32.3070831
  0.00687499996  33.2273216
  0.007125  34.1139526
  0.00737500004  34.9657135
  0.00762500009  35.7813416
  0.00787500013  36.5596046
  0.00812500063  37.2999573
  0.00837500021  38.0023308
  0.00862500072  38.6667023
  0.00887500029  39.2930298
  0.0091250008  39.8812904
  0.00937500037  40.4314384
  0.00962500088  40.9434433
  0.00987500045  41.4172745
  0.010125001  41.85289
  0.0103750005  42.2502594
  0.010625001  42.6093483
  0.0108750006  42.93013
  0.0111250011  43.2125549
  0.0113750007  43.4565964
  0.0116250012  43.6622238
  0.0118750008  43.8296623
  0.0121250004  43.9598885
  0.0123750009  44.053978
  0.0126250004  44.1130219
  0.0128750009  44.1381035
  0.0131250005  44.1303062
  0.013375001  44.0907173
  0.0136250006  44.0204124
  0.0138750011  43.9204903
  0.0141250007  43.7920303
  0.0143750012  43.6361122
  0.0146250008  43.4538269
  0.0148750013  43.2462578
  0.0151250008  43.0144844
  0.0153750014  42.7596054
  0.015625  42.4826775
  0.0158750005  42.1846123
  0.016125001  41.8662071
  0.0163750015  41.5282631
  0.0166250002  41.1715851
  0.0168750007  40.7969666
  0.0171250012  40.4052086
  0.0173750017  39.9971161
  0.0176250003  39.5734863
  0.0178750008  39.1351166
  0.0181250013  38.6828041
  0.0183750018  38.2173576
  0.0186250005  37.7395782
  0.018875001  37.2502556
  0.0191250015  36.7501984
  0.019375002  36.2401924
  0.0196250007  35.7210197
  0.0198750012  35.1933098
  0.0201250017  34.6577263
  0.0203750003  34.1149178
  0.0206250008  33.5655289
  0.0208750013  33.0102043
  0.0211250018  32.4495926
  0.0213750005  31.8843575
  0.021625001  31.3151226
  0.0218750015  30.7425499
  0.022125002  30.1672821
  0.0223750006  29.5899773
  0.0226250011  29.0112705
  0.0228750017  28.4318142
  0.0231250022  27.8522587
  0.0233750008  27.2732391
  0.0236250013  26.6952782
  0.0238750018  26.1188507
  0.0241250005  25.5444317
  0.024375001  24.9724827
  0.0246250015  24.4034901
  0.024875002  23.8379173
  0.0251250006  23.2762375
  0.0253750011  22.7189293
  0.0256250016  22.1664562
  0.0258750021  21.619297
  0.0261250008  21.0779247
  0.0263750013  20.5428066
  0.0266250018  20.0144157
  0.0268750023  19.4932289
  0.027125001  18.9797173
  0.0273750015  18.4742012
  0.027625002  17.9767666
  0.0278750025  17.487484
  0.0281250011  17.006422
  0.0283750016  16.5336437
  0.0286250021  16.069212
  0.0288750008  15.6132011
  0.0291250013  15.1656656
  0.0293750018  14.7266798
  0.0296250023  14.2963066
  0.0298750009  13.8746166
  0.0301250014  13.461669
  0.030375002  13.0575352
  0.0306250025  12.6622772
  0.0308750011  12.2759657
  0.0311250016  11.8986454
  0.0313749984  11.5302715
  0.0316249989  11.170742
  0.0318749994  10.8199711
  0.0321249999  10.4778681
  0.0323750004  10.1443434
  0.0326250009  9.81930351
  0.0328750014  9.50265789
  0.0331249982  9.19431973
  0.0333749987  8.89418983
  0.0336249992  8.60218048
