  0.  0.
  0.00386384595  20.272953
  0.0077276919  36.1056061
  0.0115915379  43.6369247
  0.0154553838  42.6729202
  0.0193192288  36.3547935
  0.0231830757  27.7176857
  0.0270469207  19.1392479
  0.0309107676  12.2214327
  0.0347746089  7.36135244
  0.0386384577  4.28285217
  0.0425023027  2.47672987
  0.0463661514  1.46298337
  0.0502299927  0.905191481
  0.0540938415  0.594840586
  0.0579576828  0.415643543
  0.0618215352  0.305927634
  0.0656853765  0.234471127
  0.0695492178  0.185478672
  0.0734130666  0.150097996
  0.0772769153  0.123580955
  0.086936526  0.0806553066
  0.0965961367  0.0559680387
  0.106255755  0.0405983515
  0.115915366  0.030459106
  0.135234594  0.0185273923
  0.154553831  0.0121355895
  0.173873052  0.00839536171
  0.193192273  0.0060543702
